"en_es_DEEP"	"MatConf"
"5. Reafirma también su condena en los términos más enérgicos de todos los actos de violencia o abusos cometidos contra civiles en situaciones de conflicto armado en violación de las obligaciones internacionales aplicables con respecto, en particular, a (i) la tortura y otros tratos prohibidos, (ii) las violaciones de género. violencia basada en la violencia sexual, (iii) violencia contra los niños, (iv) el reclutamiento y uso de niños soldados, (v) la trata de personas, (vi) el desplazamiento forzado y (vii) la denegación intencional de asistencia humanitaria, y exige que todas las partes pongan fin a tales prácticas;"	0
"También han sido inventariados y el inventario existe."	0
"391. El saqueo de aldeas y la apropiación de ganado, cosechas, enseres domésticos y otros efectos personales de los habitantes por las fuerzas gubernamentales o las milicias bajo su control equivale sin duda a un crimen de guerra."	1
"Sr. Loulichki (Marruecos) (habla en francés): Permítaseme comenzar felicitando al Reino Unido por haber asumido la Presidencia del Consejo durante el mes de marzo."	0
"El Comité también está considerando la posibilidad de presentar informes regionales colectivos y ha pedido al Equipo de Vigilancia que examine más a fondo esta opción."	0
"Aunque el Gobierno logró algunos avances según el plan de acción, a saber, el despliegue de fuerzas policiales, no cumplió su compromiso de permanecer fuera de las zonas bajo control de los movimientos armados."	1
"En respuesta, el Departamento de Justicia de la UNMIK estableció un grupo de trabajo conjunto con el pilar de desarrollo institucional para estudiar el informe y desarrollar formas de implementar sus recomendaciones."	0
"Durante el ataque de los Janjaweed a la aldea de Mengarassa, en Darfur occidental, en noviembre de 2003, 20 niñas fueron secuestradas y llevadas al campamento de Ammar."	1
"Tras reconocer que la labor del Consejo había cambiado radicalmente en los últimos 15 años, un orador señaló que la tendencia había sido hacia una mayor apertura."	0
"Secretario Permanente de Minas, Medio Ambiente y Turismo"	0
"En muy pocos casos también se informó de que los rebeldes cometieron actos de saqueo durante un ataque a una aldea, en particular en Darfur occidental."	1
"Como se detalla en el Anexo III, esta Junta estará copresidida por el Gobierno afgano y las Naciones Unidas y contará con el apoyo de una pequeña secretaría."	0
"Además, las interacciones del Equipo con los Estados miembros y el Comité cambiarían significativamente si se convirtiera en árbitro de las decisiones de inclusión y exclusión de la lista."	0
":: Explorar cómo los objetivos de consolidación de la paz y las necesidades específicas de los países que salen de un conflicto pueden reflejarse en el marco posterior a 2015."	0
"El padre de familia afirmó que, durante el intento de huir de su casa, se habían topado con seis hombres árabes que violaron a su hija de 25 años delante de él, su esposa y sus hijos pequeños."	1
"A modo de ejemplo, la industria nuclear reaccionó ante un mayor escrutinio y temores de que los terroristas adquirieran armas de destrucción en masa después de los ataques del 11 de septiembre de 2001 y abordó de manera proactiva las preocupaciones relacionadas con la no proliferación."	1
"A lo largo del año pasado, no menos del 94 por ciento de las 982 supuestas operaciones antiterroristas del régimen sirio han tenido como objetivo a fuerzas de oposición moderadas."	1
"Al día siguiente, el Sr. Taha salió del Líbano por tierra hacia la República Árabe Siria."	0
"Las interacciones con la sociedad civil ilustraron que la población no entendía claramente el mandato y la capacidad de la MONUSCO. Entre las poblaciones locales existía la percepción de que sólo la brigada de intervención podía tomar medidas enérgicas para proteger a los civiles, lo cual no es exacto."	1
"Los africanos han dejado muy claras sus preocupaciones respecto a la situación en Zimbabwe."	0
"Sin embargo, cuando los delitos se cometen regularmente y en gran escala, como parte de un patrón de conducta delictiva, la responsabilidad del superior es más grave."	1
"S/RES/1834 (2008), pág. 12"	0
"De manera similar, 26 Estados han informado sobre medidas plenas para regular y controlar la importación y exportación de armas y explosivos, mientras que falta información respecto de los 4 restantes."	0
"Los participantes en la misión conjunta consultaron con todas las partes interesadas en Burkina Faso para establecer acuerdos para el traspaso del poder de los militares a una transición consensuada y dirigida por civiles que conduzca a elecciones y el rápido retorno del orden constitucional."	0
"Esto llevó al Consejo de Seguridad a determinar, en su resolución 1556 (2004), que el conflicto en el Sudán constituía una amenaza a la paz y la seguridad internacionales y a la estabilidad en la región y a pedir al Gobierno, en virtud del capítulo VII de la Carta de la Naciones Unidas a cumplir de inmediato los compromisos asumidos en el comunicado conjunto."	0
"La Comisión recibió pruebas de que los dirigentes de este campamento habían secuestrado a civiles y los habían detenido dentro del campamento, donde los habían torturado y utilizado como mano de obra."	1
"Solicitar financiación extrapresupuestaria para crear un puesto de asesor de género en la Sede."	0
"El régimen fue modificado en las resoluciones 1333 (2000) y 1390 (2002) para imponer tres medidas específicas (congelación de activos, prohibición de viajar y embargo de armas) contra personas y entidades asociadas con los talibanes y Al-Qaida. Están disponibles exenciones a la congelación de activos y a la prohibición de viajar. El 17 de junio de 2011, el Consejo aprobó por unanimidad las resoluciones 1988 (2011) y 1989 (2011), que dividieron el régimen en dos y establecieron un comité para Al-Qaida y otro para los talibanes."	1
"En cada incidente, las mujeres fueron obligadas a desnudarse a punta de pistola, violadas por Janjaweed y luego dejadas desnudas en la carretera."	1
"La EO tiene tres funciones principales: dictámenes, exámenes y educación y extensión al cliente."	0
"1 Compra de los propietarios de la isla Failaka: 199.668.000 dólares estadounidenses"	0
"En abril de 2004, un grupo de 40 mujeres desplazadas fue a recoger leña a las afueras de Mukjar, en Darfur occidental, y, según informes, fue atacado por seis Janjaweed armados."	1
"Como saben los miembros del Consejo de Seguridad, la situación con respecto a la Misión de las Naciones Unidas en Etiopía y Eritrea (MINUEE) se ha deteriorado gravemente."	1
"30. Las Fuerzas Armadas Sudanesas han redesplegado todas sus fuerzas desde el sur del Sudán, mientras que el redespliegue supervisado y verificado del SPLA sigue siendo del 34,8 por ciento de una dotación declarada de 59.168 efectivos."	1
"\"El Consejo de Seguridad recuerda también los atroces ataques terroristas que tuvieron lugar el 11 de septiembre de 2001 en Nueva York, Washington D.C. y Pensilvania, así como los otros numerosos ataques perpetrados por la red en todo el mundo."	1
"Además, las fuerzas de seguridad sirias han seguido llevando a cabo operaciones a lo largo de la frontera sirio-libanesa, parte de la cual ha sido minada en los últimos meses."	1
"El Centro Jurídico de Kosovo, instituto independiente creado en el marco del pilar de creación de instituciones, también continuó su programa de becas."	0
"31. Iglesia dedicada a la entrada de Santa María al templo, Veliko Krusevo"	0
"- Abdurrahman, Mohamad Iqbal (alias Abu Jibril; Rahman, Mohamad Iqbal; A Rahman, Mohamad Iqbal; Abu Jibril Abdurrahman; Fikiruddin Muqti; Fihiruddin Muqti)"	0
"El ataque que el régimen etíope lanzó hoy constituye una respuesta maliciosa a las súplicas de Eritrea."	1
"Las milicias continúan atacando, alegando que no forman parte de ningún acuerdo. El Gobierno no los ha detenido."	1
"q) La prohibición de maltratar a los combatientes enemigos fuera de combate y la obligación de tratar humanamente a los combatientes enemigos capturados;"	1
"En términos de una mayor cooperación, propuso una mayor influencia de la red de INTERPOL, por ejemplo, a través de mecanismos regionales para el intercambio de información con los funcionarios encargados de hacer cumplir la ley, así como una mejor orientación sobre la implementación."	0
"(c) Ajuste por deficiencias probatorias 182 48"	0
"Las tensiones siguen siendo elevadas, especialmente en el noreste de Katanga, donde se han producido varios enfrentamientos entre unidades de las FARDC y grupos Mayi-Mayi. Los días 10 y 11 de agosto, las FARDC intercambiaron disparos con un grupo Mayi-Mayi cerca de la mina de oro de Lunga, a unos 200 kilómetros de Kalemie, y tomaron el control de la zona."	1
"Aplicación de los párrafos 9 y 10 de la resolución 1874 (2009)"	0
"20. En Indonesia, muchos de los implicados en ataques anteriores han sido procesados ​​con éxito y, en los últimos años, JI ha sido eclipsado por grupos como JAT y Mujahidin Indonesia Timur (MIT) (no incluido en la lista), dirigidos por un ex miembro de JI y JAT."	1
"Que se celebrará el viernes 13 de junio de 2003, a las 10.30 horas"	0
"Los miembros del Consejo expresaron preocupación por el aumento de la piratería, los robos a mano armada en el mar y los informes de toma de rehenes en el Golfo de Guinea y los efectos perjudiciales de esas actividades en la seguridad, el comercio y las actividades económicas de la subregión."	1
"\"El Consejo de Seguridad subraya que la estabilidad y la seguridad siguen siendo fundamentales para los esfuerzos de reconstrucción política y económica del Gobierno de Transición y la comunidad internacional."	0
