"es"	"MatConf"
"El Comité reconoce que la no presentación de informes podría indicar un \"cansancio en la preparación de informes\" general como consecuencia del número de éstos que los Estados Miembros han tenido que presentar al Comité, al Comité contra el Terrorismo, al Comité establecido en virtud de la resolución 1540 (2004) y a otros órganos de las Naciones Unidas."	0
"En cuarto lugar, se plantean amenazas directas para la seguridad del personal de las misiones."	0
"El ataque obligó a muchos civiles a buscar refugio fuera del pueblo, las Fuerzas Armadas del Sudán sufrieron docenas de bajas y el SML/A se apoderó de una gran cantidad de armas, municiones, combustible y otros suministros. El 29 de septiembre hubo otro ataque contra la propia ciudad de Tawilla, cuando unidades de la policía y las Fuerzas Armadas del Sudán entraron en la ciudad y luego en el campamento de Dali para desplazados internos, adyacente a ésta, disparando indiscriminadamente contra los civiles, sin provocación alguna."	1
"En cualquier caso Al-Qaida ha conseguido recuperarse hasta cierto punto de la pérdida del Afganistán como centro de entrenamiento de terroristas aprovechando la situación en el Iraq."	1
"Una víctima lo identificó también como un jefe de los Janjaweed que habían perpetrado ataques en los que habían muerto civiles."	1
"Resulta especialmente preocupante el patrón de presuntas faltas de conducta graves de oficiales de la Policía Nacional de Haití, incluso la presunta participación de un grupo de ellos en la ejecución sumaria de por lo menos nueve personas que tuvo lugar el 20 de agosto en el transcurso de un partido de fútbol en la zona de Martissant (Puerto Príncipe)."	1
"La presencia activa de milicias de base étnica y comunitaria sigue siendo una fuente importante de inestabilidad, especialmente en la parte occidental del país, donde en los últimos meses se han producido violentos enfrentamientos interétnicos."	1
"5. Observa que esos medios de financiación o apoyo comprenden, entre otros, el uso de los ingresos obtenidos de actividades delictivas, incluido el cultivo ilícito, la producción y el tráfico de estupefacientes y sus precursores;"	1
"Los tres países mencionaron sus iniciativas para fortalecer diversas leyes antiterroristas y armonizarlas con las resoluciones de las Naciones Unidas, pero la falta de capacidad impide una aplicación eficaz."	0
"Si bien Al-Qaida no se ha desarrollado como organización y sus dirigentes principales no han conseguido que sus seguidores se concentren en cuestiones operacionales clave ni ha podido impulsarlos a tomar medidas concretas, como movimiento Al-Qaida ha seguido creciendo, inspirada por un mensaje general de resistencia a injusticias reales o imaginadas."	1
"La parte del motor que se encontró y recogió en el lugar del crimen ha permitido llegar a la conclusión de que ese motor procede de un vehículo Mitsubishi robado el 12 de octubre de 2004 en la ciudad de Sagamihara (Japón)."	1
"Como se ha indicado anteriormente, en Darfur existe un prolongado conflicto armado, que no es de índole internacional, entre las autoridades gubernamentales y grupos armados organizados."	1
"A título de ejemplo, se informó a la Comisión de que, durante un ataque en Kutum (Darfur septentrional) el 1° de agosto de 2003, los rebeldes habían atacado el juzgado en lo penal y saqueado las viviendas de los jueces."	1
"Se necesitaría un batallón y equipamento para un cuartel general a fin de garantizar la seguridad en el aeropuerto de Kalemie; crear un entorno seguro para el desarrollo del proceso electoral; vigilar el embargo de armas en el aeropuerto y los puertos del lago Tanganyika-Moba; disuadir a los elementos armados de Kivu meridional de cualquier traslado hacia Katanga; vigilar a los Mayi-Mayi en Katanga septentrional y central y alentarlos a que se sumen al proceso de brassage, o de desarme, desmovilización y reintegración; y proporcionar capacidad de extracción del personal de la MONUC y del resto del personal de las Naciones Unidas en Katanga septentrional y Kasais."	1
"Vicepresidentes: Angola y República Árabe Siria"	0
"Que se celebrará el miércoles, 20 de mayo de 1998, a las 13.15 horas"	0
"El órgano de supervisión, el Consejo Superior de la Fiscalía, aún no ha sido establecido."	0
"El 3 de septiembre, el Gobierno de la India comunicó a las Naciones Unidas su decisión de no renovar el contrato para el despliegue de seis helicópteros militares de uso general (Mi-17) a la UNMIS más allá del 31 de octubre."	1
"Para continuar en esta lucha, es necesario que la comunidad internacional haga una contribución de mayor peso y preste más atención a este importante aspecto de la lucha contra el terrorismo."	0
"El mayor número de efectivos militares y de policía de la MINUSTAH se sumará a la dotación de la Policía Nacional de Haití y 3.600 asistentes de seguridad electoral locales (véase S/2005/313, párr. 10)."	1
"Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,"	0
"28. Declara su determinación de vigilar atentamente toda situación relativa a la proliferación de armas nucleares, sus sistemas vectores o material conexo, tanto hacia como desde agentes no estatales, tal como se los define en la resolución 1540 (2004), y, según proceda, de adoptar las medidas necesarias para asegurar el mantenimiento de la paz y la seguridad internacionales;"	1
"Se espera que esto facilite la distribución."	0
"En la víspera de la manifestación el Comandante General de la PNTL, Sr. Martins, dictó una orden por escrito relativa al despliegue de la PNTL y al uso de la fuerza: la Policía del Distrito de Dili realizaría patrullas a pie, la Unidad de Escolta protegería a los dirigentes estatales y la Unidad de Reserva de la Policía patrullaría \"zonas de importancia fundamental\"."	0
"Cuba comparece una vez más ante el Consejo de Seguridad para denunciar y condenar de la manera más enérgica la complicidad y absoluta responsabilidad del Gobierno de los Estados Unidos con la liberación de este individuo."	0
"El PERK funcionó inicialmente en una oficina de Washington D.C. (Estados Unidos de América) pero luego se trasladó a Dammam (Arabia Saudita)."	0
"Los expertos forenses de la Comisión lograron verificar que algunos de los militares fueron enterrados en trincheras excavadas alrededor del campamento militar, y que todos los civiles fueron enterrados en tumbas colectivas en el cementerio del poblado."	1
"Que se celebrará el viernes 14 de octubre de 2011, a las 10.15 horas"	0
"South Shipping Line Iran (SSL)"	0
"Nubul y Zahra están asediadas desde abril de 2013."	0
"Sin embargo, en muchas zonas del país no se dispone ni de capacidad de detención ni de tribunales que funcionen, lo que obliga a las autoridades encargadas de hacer cumplir la ley a poner en libertad a delincuentes supuestamente peligrosos, o a pedir a las fuerzas de la MONUC que internen a los sospechosos por razones de seguridad y para proteger a los civiles."	1
"Hecho en Kampala el 22 de noviembre de 2002."	0
"El Consejo de Seguridad reconoce que el terrorismo no será derrotado por la fuerza militar, las medidas de aplicación de la ley ni las operaciones de inteligencia por sí solas, y subraya la necesidad de abordar las condiciones que propician la propagación del terrorismo, como se indica en el punto I de la Estrategia Global de las Naciones Unidas contra el Terrorismo (A/RES/60/288), y reitera la necesidad de abordar los factores que impulsan la radicalización y el reclutamiento de terroristas, y además reconoce que se necesita un enfoque amplio para derrotar el terrorismo que incluya la adopción de medidas en los planos nacional, regional, subregional y multilateral."	1
"Algunos de los detenidos sufrían graves problemas de salud y no habían tenido acceso a un tratamiento médico y una dieta adecuados."	1
"La Comisión solicitó reiteradamente del Gobierno información sobre las medidas judiciales adoptadas para enjuiciar a los autores de los supuestos crímenes cometidos en Darfur."	0
"Es por lo tanto indispensable que el mando y control de las operaciones de las fuerzas armadas se ejerzan a nivel central."	1
"Algunos testigos residentes en Anka relataron que aproximadamente a las 17.00 horas del mismo día, entre 300 y 400 milicianos Janjaweed que se desplazaban a pie y otros 100 en camello y a caballo, avanzaron hacia Anka procedentes de Barey."	1
"En la mayor parte de los ataques terrestres, los atacantes intentaban matar a los hombres y en algunos casos hay pruebas de que intentaban dejar con vida a las mujeres."	1
"1. YO'N CHO'NG NAM"	0
"Además del espectacular aumento de la entrada de armas en Somalia, ambos contendientes desarrollan también una gran actividad distribuyendo armas y municiones a sus milicias, equipando a sus hombres con elementos de combate, consiguiendo y almacenando alimentos, medicinas, combustible y otros artículos de primera necesidad para participar en un combate continuado, organizándose en estructuras de tipo militar, intensificando el reclutamiento y el entrenamiento de las milicias, y concibiendo estrategias y planes para vencer militarmente al adversario."	1
